real,predicted,laptime_s,tyre_life,position,compound,ers_status,superclipping_duration,race,lap,race_progress
1.0715000000000146,0.6549100000000098,82.536,16.0,19,HARD,ALERTA,4.18,Spanish Grand Prix,17,0.2615384615384615
-0.04799999999998761,0.16266000000000902,76.674,20.0,8,MEDIUM,ALERTA,4.9,São Paulo Grand Prix,39,0.6842105263157895
-4.061999999999998,-3.796430000000007,80.2,22.0,2,HARD,NORMAL,2.34,Hungarian Grand Prix,67,0.8589743589743589
-2.1810000000000116,-1.2953400000000057,74.603,6.0,15,MEDIUM,CRÍTICO,6.94,Dutch Grand Prix,60,0.7792207792207793
0.01100000000000989,0.7780900000000031,83.549,11.0,9,SOFT,CRÍTICO,6.51,Mexico City Grand Prix,8,0.1025641025641025
-1.1340000000000003,-1.0159949999999973,80.993,8.0,17,HARD,CRÍTICO,6.77,Emilia Romagna Grand Prix,37,0.4805194805194805
-1.975999999999999,-1.8539400000000006,95.962,24.0,8,MEDIUM,NORMAL,2.1,Pre-Season Testing,50,0.6944444444444444
-3.3840000000000003,-3.145290000000001,80.981,36.0,2,HARD,ALERTA,5.01,Australian Grand Prix,44,0.7586206896551724
0.8239999999999981,0.5374349999999997,85.086,13.0,2,MEDIUM,ALERTA,4.19,Hungarian Grand Prix,11,0.1571428571428571
24.4645,20.078774999999997,123.986,23.0,1,INTERMEDIATE,NORMAL,1.91,Singapore Grand Prix,23,0.3194444444444444
-1.561000000000007,-1.7023450000000022,99.984,11.0,11,SOFT,CRÍTICO,6.81,United States Grand Prix,41,0.5324675324675324
0.034000000000006025,0.4463100000000037,83.572,8.0,9,HARD,CRÍTICO,6.89,Mexico City Grand Prix,47,0.6714285714285714
-3.8815000000000026,-3.6847,93.774,15.0,6,MEDIUM,CRÍTICO,6.08,Japanese Grand Prix,15,0.2
-5.5504999999999995,-5.295645000000003,92.105,9.0,17,SOFT,ALERTA,3.1,Japanese Grand Prix,42,0.5454545454545454
5.373000000000005,2.6061099999999997,88.911,29.0,18,SOFT,CRÍTICO,7.33,Mexico City Grand Prix,24,0.3333333333333333
-1.5925000000000011,-1.893285000000005,84.5,19.0,18,HARD,CRÍTICO,6.84,Italian Grand Prix,28,0.3636363636363636
1.1914999999999907,2.448714999999991,104.667,14.0,16,HARD,NORMAL,1.71,Pre-Season Test,32,0.4507042253521127
3.3799999999999955,2.824554999999997,115.595,8.0,17,SOFT,NORMAL,1.22,Belgian Grand Prix,8,0.1052631578947368
-0.8485000000000156,-0.3774050000000102,102.627,18.0,14,HARD,ALERTA,4.86,Pre-Season Test,51,0.7083333333333334
-0.3810000000000002,-0.2207149999999983,78.72,27.0,4,HARD,CRÍTICO,5.41,Monaco Grand Prix,27,0.3461538461538461
-0.3400000000000034,-0.6750000000000075,97.789,23.0,6,HARD,ALERTA,4.83,Las Vegas Grand Prix,40,0.8
-3.528000000000006,-3.4654850000000024,80.734,19.0,8,HARD,NORMAL,1.95,Hungarian Grand Prix,59,0.7662337662337663
2.878,2.716415000000003,96.21,3.0,11,MEDIUM,CRÍTICO,6.3,Miami Grand Prix,3,0.0416666666666666
